napcs_code,bea_2017_commodity,weight,resolution,napcs_description
2030250033,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, complete, unmounted, single-row maximum-capacity-type"
2030250036,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, complete, unmounted, integral shaft and integral spindle ball bearings"
2030250039,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, complete, unmounted, angular contact, regular"
2030250042,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, complete, unmounted, double-row"
2030250045,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, complete, unmounted, angular contact, precision"
2030250048,332991,1.0,NAICS_2012_Code,"Manufacturing of all other ground or precision bearings (ABEC 1 and up), complete, unmounted"
2030250051,332991,1.0,NAICS_2012_Code,"Manufacturing of ground bearings of less than ABEC 1 precision, complete, unmounted"
2030250054,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, complete, unmounted, unground (less than ABEC 1)"
2030250057,332991,1.0,NAICS_2012_Code,"Manufacturing of thrust ball bearings, ground"
2030250061,332991,1.0,NAICS_2012_Code,"Manufacturing of thrust ball bearings, unground"
2030250063,332991,1.0,NAICS_2012_Code,Manufacturing of other ball bearings
2030275000,332991,1.0,NAICS_2012_Code,"Manufacturing of tapered roller bearings (including cups and cones), unmounted"
2030275003,332991,1.0,NAICS_2012_Code,"Manufacturing of tapered roller bearings, unmounted, cup and cone assemblies shipped as a set"
2030275006,332991,1.0,NAICS_2012_Code,"Manufacturing of tapered roller bearings, unmounted, cups shipped separately"
2030275009,332991,1.0,NAICS_2012_Code,"Manufacturing of tapered roller bearings, unmounted, cone assemblies shipped separately"
2030300000,332991,1.0,NAICS_2012_Code,"Manufacturing of other roller bearings, unmounted"
2030300003,332991,1.0,NAICS_2012_Code,"Manufacturing of cylindrical roller bearings, regular (ABEC 1 and 3)"
2030300006,332991,1.0,NAICS_2012_Code,"Manufacturing of cylindrical roller bearings, precision (ABEC 5 and up)"
2030300009,332991,1.0,NAICS_2012_Code,"Manufacturing of spherical roller bearings, including hourglass and barrel, single-row"
2030300012,332991,1.0,NAICS_2012_Code,"Manufacturing of spherical roller bearings, including hourglass and barrel, double-row"
2030300015,332991,1.0,NAICS_2012_Code,Manufacturing of needle roller bearings
2030300018,332991,1.0,NAICS_2012_Code,Manufacturing of other roller bearings
2030325000,332991,1.0,NAICS_2012_Code,Manufacturing of mounted bearings (excluding plain)
2030325003,332991,1.0,NAICS_2012_Code,"Manufacturing of ball bearings, unit and/or split mounted"
2030325006,332991,1.0,NAICS_2012_Code,"Manufacturing of mounted bearings, roller, unit-mounted"
2030325009,332991,1.0,NAICS_2012_Code,"Manufacturing of mounted bearings, roller, split-mounted"
2030375000,333613,1.0,NAICS_2012_Code,Manufacturing of plain bearings and bushings (excluding engines)
2030400000,333613,1.0,NAICS_2012_Code,"Manufacturing of mechanical power transmission equipment, excluding speed changers, drives, gears, and bearings"
2030400003,333613,1.0,NAICS_2012_Code,"Manufacturing of clutches, brakes, couplings, shafts, ball joints, sprockets, and sheaves"
2030400006,333613,1.0,NAICS_2012_Code,Manufacturing of marine propulsion gear transmissions and drives
2030425000,336350,1.0,NAICS_2012_Code,"Manufacturing of car and light truck transmissions (excluding auxiliary and parts), new"
2030450000,336350,1.0,NAICS_2012_Code,"Manufacturing of heavy truck and bus transmissions (excluding auxiliary and parts), new"
2030475000,336350,1.0,NAICS_2012_Code,"Manufacturing of motor vehicle axles, new"
2030525000,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic directional control valves
2030525003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic directional control valves, manual, 3- & 4-way monoblock"
2030525006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic directional control valves, manual, 3- & 4-way sectional"
2030525009,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic directional control valves, other manual"
2030525012,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic directional control valves, solenoid, 2-way types"
2030525015,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic directional control valves, solenoid, 3- & 4-way types"
2030525018,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic directional control valves, other"
2030550000,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic valves, excluding directional control"
2030550003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic, pressure control, relief valves"
2030550006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic, pressure control, other, including sensing and manual types"
2030550009,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic, flow control, manual types"
2030550012,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic, flow control, other flow control types"
2030550015,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic, cartridge valves (excluding directional control)"
2030550018,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type electrohydraulic valves, pilot operated, torque motor servovalves"
2030550021,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type electrohydraulic valves, other types, including proportional"
2030550024,33291A,1.0,NAICS_2012_Code,"Manufacturing of other nonaerospace-type hydraulic valves, including stack and logic"
2030575000,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type pneumatic directional control valves
2030575003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, manual"
2030575006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, solenoid, under 1/8"" port diameter"
2030575009,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, solenoid, 1/8"" up to and including 1/4"" port diameter, 3-way types"
2030575012,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, solenoid, 1/8"" up to and including 1/4"" port diameter, 4-way types"
2030575015,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, solenoid, over 1/4"" port diameter, 3-way types"
2030575018,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, solenoid, over 1/4"" port diameter, 4-way types"
2030575021,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, all other solenoid"
2030575024,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic directional control valves, mechanical, remote pilot and all other types"
2030600000,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic valves, excluding directional control"
2030600003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic valves, filter-regulatory combination units, integral types"
2030600006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic valves, other FRs and filter-regulator-lubricator combo units"
2030600009,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic valves, regulators"
2030600012,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type pneumatic flow control valves
2030600015,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type pneumatic valves for non-motion control applications
2030600018,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic valves, check, shuttle, exhaust, needle, and all other types"
2030625000,33291A,1.0,NAICS_2012_Code,Manufacturing of parts for fluid power valves
2030625003,33291A,1.0,NAICS_2012_Code,"Manufacturing of parts for nonaerospace fluid power, hydraulic and pneumatic valves"
2030625006,33291A,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace fluid power, hydraulic and pneumatic valves"
2030650000,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type flared (metal) fittings, couplings, and assemblies of tubing used in fluid power transfer systems"
2030650003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type flared fittings, brass and bronze (SAE 45 degrees and 37 degrees) used in fluid power transfer systems"
2030650006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type flared fittings, carbon steel (JIC 37 degrees) used in fluid power transfer systems"
2030650009,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type flared fittings, other, including alloy steel used in fluid power transfer systems"
2030650012,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type assemblies of tubing used in fluid power transfer systems
2030650015,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type assemblies of tubing and hose used in fluid power transfer systems
2030675000,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type flareless fittings and couplings, including nonmetal fittings, used in fluid power transfer systems"
2030675003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type, brass and bronze, flareless fittings and couplings used in fluid power transfer systems"
2030675006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type, carbon steel, flareless fittings and couplings used in fluid power transfer systems"
2030675009,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type, stainless steel, flareless fittings and couplings used in fluid power transfer systems"
2030675012,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type flareless fittings used in fluid power transfer systems, other, including alloy steel"
2030675015,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type nonmetal flareless fittings, including plastic, used in fluid power transfer systems"
2030700000,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic and pneumatic fittings and couplings for hose
2030700003,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic and pneumatic permanent hose end fittings (crimped and swaged)
2030700006,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic and pneumatic reusable end fittings
2030700009,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic quick connect and disconnect couplings
2030700012,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type pneumatic quick connect and disconnect couplings
2030700015,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic and pneumatic manifolds and manifold assemblies for fluid power systems
2030700018,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic and pneumatic fittings and couplings for hose, and manifold, all other, including steel adaptor, swivel, rotating, and extension fittings"
2030725000,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic and pneumatic assemblies of hose
2030725003,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic and pneumatic hose, assemblies with permanent end fittings"
2030725006,33291A,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic and pneumatic hose, assemblies with reusable fittings"
2030725009,33291A,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic and pneumatic bulk hose
2030750000,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders and actuators, linear and rotary"
2030750003,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders, excluding electrohydraulic tie-rod types, standard NFPA and JIC, less than 1500 psi"
2030750006,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders, excluding electrohydraulic tie-rod types, standard NFPA and JIC, 1500 to 3000 psi"
2030750009,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders, excluding electrohydraulic tie-rod types, standard NFPA and JIC, greater than 3000 psi"
2030750012,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders, excluding electrohydraulic tie-rod types,  other"
2030750015,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders and actuators, linear and rotary, threaded/weld fused combination"
2030750018,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders and actuators, linear and rotary, telescoping"
2030750021,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders and actuators, linear and rotary,  mill-type"
2030750024,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders and actuators, linear and rotary, other, including those threaded at both ends"
2030750027,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type hydraulic fluid power cylinders and actuators, linear and rotary, electrohydraulic types"
2030750031,33399B,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type hydraulic fluid power rotary actuators
2030775000,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type pneumatic fluid power cylinders and actuators, linear and rotary"
2030775003,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type NFPA interchangeable cylinders, steel"
2030775006,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type NFPA interchangeable cylinders, aluminum, less than 1 1/2"" bore size"
2030775009,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type NFPA interchangeable cylinders, aluminum, 1 1/2"" bore size and over"
2030775012,33399B,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type rodless cylinders
2030775015,33399B,1.0,NAICS_2012_Code,"Manufacturing of other nonaerospace-type pneumatic cylinders, less than 1 1/2"" bore size"
2030775018,33399B,1.0,NAICS_2012_Code,"Manufacturing of other nonaerospace-type pneumatic cylinders, 1 1/2"" bore size and over"
2030775021,33399B,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type pneumatic rotary actuators
2030800000,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace- and nonaerospace-type hydraulic and pneumatic fluid power cylinders and actuators, including accumulators, cushions, etc."
2030800003,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace- and nonaerospace-type hydraulic and pneumatic fluid power cylinders and actuators, accumulators (bladder, piston, and other types)"
2030800006,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace- and nonaerospace-type hydraulic and pneumatic fluid power cylinders and actuators, shock absorbers, not for vehicle suspension, and cushions (hydraulic and pneumatic)"
2030800009,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace- and nonaerospace-type hydraulic and pneumatic fluid power cylinders and actuators; reservoirs, intensifiers, and other devices for fluid energy absorption and/or storage"
2030800012,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for nonaerospace-type hydraulic and pneumatic cylinders, actuators, accumulators, cushions, and nonvehicular shock absorbers"
2030800015,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace-type hydraulic and pneumatic cylinders, actuators, accumulators, cushions, and related items"
2030825000,33399B,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type reciprocating fluid power pumps
2030825003,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type reciprocating fluid power pumps, closed loop variable displacement axial piston"
2030825006,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type reciprocating fluid power pumps, open loop variable displacement axial piston"
2030825009,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type reciprocating fluid power pumps, fixed displacement axial piston"
2030825012,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type reciprocating fluid power pumps, radial piston"
2030850000,33399B,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type rotary and other fluid power pumps
2030850003,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type rotary and other fluid power pumps, internal gear, including gerotors"
2030850006,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type rotary and other fluid power pumps, external gear"
2030850009,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type rotary and other fluid power pumps, fixed and variable displacement vanes"
2030875000,33399B,1.0,NAICS_2012_Code,Manufacturing of nonaerospace-type fluid power motors
2030875003,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power motors, pneumatic (air)"
2030875006,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power hydraulic motors, internal, excluding gerotor gear types"
2030875009,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power hydraulic motors, gerotor gear-types"
2030875012,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power hydraulic motors, external gear"
2030875015,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power motors, vane types, fixed and variable"
2030875018,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power motors, radial piston types, fixed and variable"
2030875021,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power motors, fixed axial piston displacement"
2030875024,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power motors, variable axial piston displacement"
2030875027,33399B,1.0,NAICS_2012_Code,"Manufacturing of nonaerospace-type fluid power motors, prime movers with or without pumps"
2030900000,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for fluid power pumps, motors, and hydrostatic transmissions"
2030900003,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for nonaerospace-type, hydraulic fluid power pumps, motors, and hydrostatic transmissions"
2030900006,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace-type, hydraulic fluid power pumps, motors, and hydrostatic transmissions"
2030900009,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for nonaerospace-type, pneumatic fluid power pumps, motors, and hydrostatic transmissions"
2030900012,33399B,1.0,NAICS_2012_Code,"Manufacturing of parts for aerospace-type, pneumatic fluid power pumps, motors, and hydrostatic transmissions"
2030925000,33291A,1.0,NAICS_2012_Code,Manufacturing of aerospace-type hydraulic fluid power valves
2030925003,33291A,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type hydraulic fluid power 2-, 3-, and 4-way directional control valves, manually or mechanically operated"
2030925006,33291A,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type hydraulic fluid power 2-, 3-, and 4-way directional control valves, solenoid operated"
2030925009,33291A,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type hydraulic fluid power 2-, 3-, and 4-way directional control valves, motor operated"
2030925012,33291A,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type hydraulic fluid power 2-, 3-, and 4-way directional control valves, electrohydraulic servovalves"
2030925015,33291A,1.0,NAICS_2012_Code,"Manufacturing of flow, pressure, and other types of aerospace-type fluid power hydraulic valves"
2030950000,33291A,1.0,NAICS_2012_Code,Manufacturing of aerospace-type pneumatic fluid power valves
2030975000,33291A,1.0,NAICS_2012_Code,Manufacturing of aerospace-type hydraulic and pneumatic fluid power hose or tube end fittings and assemblies
2030975003,33291A,1.0,NAICS_2012_Code,Manufacturing of aerospace-type hydraulic and pneumatic assemblies of hose and/or tubing
2030975006,33291A,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type hydraulic and pneumatic hose and/or tube fittings, all types"
2030975009,33291A,1.0,NAICS_2012_Code,Manufacturing of manifolds for aerospace hydraulic systems
2031000000,33399B,1.0,NAICS_2012_Code,Manufacturing of aerospace-type fluid power pumps and motors
2031000003,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power hydraulic pumps, fixed and variable displacement types"
2031000006,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power hydraulic pump/electric motor assemblies, fixed and variable displacement types"
2031000009,33399B,1.0,NAICS_2012_Code,Manufacturing of other aerospace-type fluid power pump packages
2031000012,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power motors, all kinds"
2031025000,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, hydraulic and pneumatic"
2031025003,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, hydraulic servo-actuator assemblies (linear and rotary), mechanical input"
2031025006,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, hydraulic servo-actuator assemblies (linear and rotary), electrical input"
2031025009,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, hydraulic servo-actuator assemblies (linear and rotary), combination input"
2031025012,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, hydraulic utilities actuators, linear actuators (cylinders)"
2031025015,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, hydraulic utilities actuators, rotary actuators (limited rotation)"
2031025018,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, shock absorbers, snubbers, and cushions (all types), excluding oleo strut assemblies"
2031025021,33399B,1.0,NAICS_2012_Code,Manufacturing of aerospace-type fluid power pneumatic actuators (linear and rotary)
2031025024,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, accumulators (bladder, piston, and other types)"
2031025027,33399B,1.0,NAICS_2012_Code,"Manufacturing of aerospace-type fluid power cylinders and actuators, reservoirs, intensifiers, and other devices for fluid energy absorption and/or storage"
2031025031,33399B,1.0,NAICS_2012_Code,"Manufacturing of other aerospace-type fluid power cylinders, rotary actuators, cushions and related items"
2031050000,33399A,1.0,NAICS_2012_Code,"Manufacturing of filter and strainer assemblies and reusable media for filters and strainers, excluding fluid power"
2031050003,33399A,1.0,NAICS_2012_Code,"Manufacturing of filter and strainer assemblies (containment or housing devices), with or without filter element installed, for water, excluding parts and accessories and fluid power"
2031050006,33399A,1.0,NAICS_2012_Code,"Manufacturing of filter and strainer assemblies (containment or housing devices), with or without filter element installed, for fluids other than water, excluding parts and accessories and fluid power"
2031050009,33399A,1.0,NAICS_2012_Code,"Manufacturing of reusable (cleanable) media for filters and strainers, excluding for fluid power"
2031075000,33399A,1.0,NAICS_2012_Code,"Manufacturing of nonreusable media for filters and strainers, including disposable (throwaway) litter cartridges, excluding for fluid power"
2031100000,33399A,1.0,NAICS_2012_Code,"Manufacturing of parts and accessories for filters and strainers, excluding for fluid power systems"
2031125000,33399A,1.0,NAICS_2012_Code,"Manufacturing of filters for hydraulic fluid power systems, nonaerospace"
2031125003,33399A,1.0,NAICS_2012_Code,"Manufacturing of hydraulic fluid filter assemblies, with or without filter element installed, low pressure (below 301 psi), nonaerospace"
2031125006,33399A,1.0,NAICS_2012_Code,"Manufacturing of hydraulic fluid filter assemblies, with or without filter element installed, medium pressure (301 to 2,999 psi), nonaerospace"
2031125009,33399A,1.0,NAICS_2012_Code,"Manufacturing of hydraulic fluid filter assemblies, with or without filter element installed, high pressure (3,000 psi and above), nonaerospace"
2031125012,33399A,1.0,NAICS_2012_Code,"Manufacturing of filter replacement elements, reusable (cleanable)-type, nonaerospace"
2031125015,33399A,1.0,NAICS_2012_Code,"Manufacturing of filter replacement elements, nonreusable-type, nonaerospace"
2031125018,33399A,1.0,NAICS_2012_Code,"Manufacturing of filter replacement elements, strainers and separators, filter parts, and accessories, nonaerospace"
2031150000,33399A,1.0,NAICS_2012_Code,"Manufacturing of filters for pneumatic fluid power systems, nonaerospace"
2031150003,33399A,1.0,NAICS_2012_Code,"Manufacturing of air supply filter assemblies and filter replacement elements (excluding FR or FRL combination units), coalescing types, nonaerospace"
2031150006,33399A,1.0,NAICS_2012_Code,"Manufacturing of air supply filter assemblies and filter replacement elements (excluding FR or FRL combination units), other types, nonaerospace"
2031150009,33399A,1.0,NAICS_2012_Code,"Manufacturing of air supply filter assembly and filter replacing elements (excluding FR or FRL combination units), air exhaust mufflers, diffusers, and filter parts, nonaerospace"
2031175000,33399A,1.0,NAICS_2012_Code,"Manufacturing of filters for hydraulic and pneumatic fluid power systems, aerospace"
2031175003,33399A,1.0,NAICS_2012_Code,"Manufacturing of filters for hydraulic and pneumatic fluid power systems, aerospace, hydraulic types"
2031175006,33399A,1.0,NAICS_2012_Code,"Manufacturing of filters for hydraulic and pneumatic fluid power systems, aerospace, pneumatic types"
2031200000,336390,1.0,NAICS_2007_Code,"Manufacturing of filters for internal combustion engines and motor vehicles, new"
2031200003,336390,1.0,NAICS_2007_Code,"Manufacturing of oil filters for internal combustion engines and motor vehicles, new, light-duty (car and light truck)"
2031200006,336390,1.0,NAICS_2007_Code,"Manufacturing of oil filters for internal combustion engines and motor vehicles, new, heavy-duty"
2031200009,336390,1.0,NAICS_2007_Code,"Manufacturing of fuel filters for internal combustion engines and motor vehicles, new, light-duty (car and light truck)"
2031200012,336390,1.0,NAICS_2007_Code,"Manufacturing of fuel filters for internal combustion engines and motor vehicles, new, heavy-duty"
2031200015,336390,1.0,NAICS_2007_Code,"Manufacturing of air filters for internal combustion engines and motor vehicles, new, light-duty (car and light truck)"
2031200018,336390,1.0,NAICS_2007_Code,"Manufacturing of air filters for internal combustion engines and motor vehicles, new, heavy-duty"
2031200021,336390,1.0,NAICS_2007_Code,"Manufacturing of other filters for internal combustion engines and motor vehicles (including coolant and hydraulic), new, light- (car and light truck) and heavy-duty"
2031225000,326290,1.0,NAICS_2012_Code,"Manufacturing of molded rubber mechanical goods, automotive"
2031250000,326290,1.0,NAICS_2012_Code,"Manufacturing of molded rubber mechanical goods, transportation (excluding automotive) and off-highway machinery and equipment"
2031275000,326290,1.0,NAICS_2012_Code,"Manufacturing of extruded rubber mechanical goods, automotive, excluding tubing"
2031300000,326290,1.0,NAICS_2012_Code,Manufacturing of lathe-cut rubber mechanical goods
2031300003,326290,1.0,NAICS_2012_Code,"Manufacturing of lathe-cut rubber mechanical goods, automotive and transportation (including on- and off-road, and gasoline and diesel equipment)"
2031300006,326290,1.0,NAICS_2012_Code,Manufacturing of other lathe-cut rubber mechanical goods (excluding automotive and transportation)
2031325000,326290,1.0,NAICS_2012_Code,"Manufacturing of other molded rubber mechanical goods (excluding tubing, transportation, and off-highway machinery and equipment)"
2031350000,326290,1.0,NAICS_2012_Code,Manufacturing of other extruded rubber mechanical goods (excluding automotive) (excluding tubing)
2031375000,326290,1.0,NAICS_2012_Code,"Manufacturing of hard rubber battery jars, boxes, and parts and other hard rubber mechanical goods"
2031400000,339990,1.0,NAICS_2012_Code,"Manufacturing of packing, compression-type"
2031425000,339990,1.0,NAICS_2012_Code,"Manufacturing of gaskets and gasketing, nonmetallic"
2031450000,339990,1.0,NAICS_2012_Code,"Manufacturing of packing and seals, molded"
2031475000,339990,1.0,NAICS_2012_Code,"Manufacturing of gaskets and seals, metallic and machined"
2031500000,339990,1.0,NAICS_2012_Code,"Manufacturing of seals, axial, mechanical face, including parts"
2031525000,339990,1.0,NAICS_2012_Code,"Manufacturing of seals, rotary oil"
2031550000,326220,1.0,NAICS_2012_Code,Manufacturing of flat rubber and plastics belts and belting
2031575000,326220,1.0,NAICS_2012_Code,"Manufacturing of motor vehicle rubber and plastics transmission belts and belting, excluding flat"
2031600000,326220,1.0,NAICS_2012_Code,"Manufacturing of all other rubber and plastics belts and belting, excluding flat"
2031625000,326220,1.0,NAICS_2012_Code,Manufacturing of hose for on- and off-highway motor vehicles (made of rubber and other materials) (including plastics and nylon)
2031650000,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed, hot wound, and helical automobile coil steel springs, excluding wire"
2031650003,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed, hot wound, and helical automobile coil steel springs for domestic replacement and shipments for export"
2031650006,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed, hot wound, and helical automobile coil steel springs for shipment to U.S. motor vehicle manufacturers or their suppliers for use in original equipment"
2031675000,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed automotive, truck, bus, trailer, etc., leaf steel springs"
2031675003,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed automotive, truck, bus, trailer, etc., leaf steel springs for domestic replacement and shipments for export"
