code_2022,code_2017,level_2022,level_2017,split,description_2022,description_2017
2033850003,2033850003,D,D,False,"Manufacturing of transducers, electroacoustic (sonar, ultrasonic, vibration, etc.)","Manufacturing of transducers, electroacoustic (sonar, ultrasonic, vibration, etc.)"
2033850006,2033850006,D,D,False,"Manufacturing of transducers, accelerometers","Manufacturing of transducers, accelerometers"
2033850009,2033850009,D,D,False,"Manufacturing of transducers, strain gauges and other mechanical","Manufacturing of transducers, strain gauges and other mechanical"
2033850012,2033850012,D,D,False,"Manufacturing of transducers, other, except pressure","Manufacturing of transducers, other, except pressure"
2033875000,2033875000,B,B,False,"Manufacturing of switches, mechanical, for electronic circuitry","Manufacturing of switches, mechanical, for electronic circuitry"
2033900000,2033900000,B,B,False,"Manufacturing of microwave components and devices, excluding antennae, tubes, and semiconductors","Manufacturing of microwave components and devices, excluding antennae, tubes, and semiconductors"
2033900005,2033900003,D,D,False,"Manufacturing of ferrite microwave components, including yttrium garnets, circulators, isolators, phase shifters, attenuators, equalizers, limiters, and mixers","Manufacturing of ferrite, including yttrium garnets, microwave components (circulators, isolators, phase shifters, attenuators, equalizers, limiters, mixers, etc.)"
2033900005,2033900006,D,D,False,"Manufacturing of ferrite microwave components, including yttrium garnets, circulators, isolators, phase shifters, attenuators, equalizers, limiters, and mixers","Manufacturing of attenuators (dummy loads, high- and low-power terminations, etc.)"
2033900009,2033900009,D,D,False,Manufacturing of reactive microwave components,Manufacturing of reactive microwave components
2033900012,2033900012,D,D,False,"Manufacturing of switches, coaxial and waveguide","Manufacturing of switches, coaxial and waveguide"
2033900015,2033900015,D,D,False,Manufacturing of other microwave devices,Manufacturing of other microwave devices
2033900018,2033900018,D,D,False,"Manufacturing of microwave subassemblies, including parametric amplifiers and other solid-state assemblies","Manufacturing of microwave subassemblies, including parametric amplifiers and other solid-state assemblies"
2033925000,2033925000,B,B,False,"Manufacturing of all other miscellaneous electronic components, including oscillators (excluding instrumentation and crystal types), static converters, electronic cable harnesses and assemblies, magnetic cores, solenoids, and related parts",Manufacturing of all other miscellaneous electronic components
2033925003,2033925003,D,D,False,Manufacturing of oscillators (excluding instrumentation and crystal types),Manufacturing of oscillators (excluding instrumentation and crystal types)
2033925006,2033925006,D,D,False,"Manufacturing of static power supply converters for electronic applications, regulated","Manufacturing of static power supply converters for electronic applications, regulated"
2033925009,2033925009,D,D,False,"Manufacturing of static power supply converters for electronic applications, other (unregulated, variable frequency, AC, DC, converters and inverters, vibrator, etc.)","Manufacturing of static power supply converters for electronic applications, other (unregulated, variable frequency, AC, DC, converters and inverters, vibrator, etc.)"
2033925012,2033925012,D,D,False,Manufacturing of electronic cable harnesses and cable assemblies,Manufacturing of electronic cable harnesses and cable assemblies
2033925015,2033925015,D,D,False,Manufacturing of magnetic cores,Manufacturing of magnetic cores
2033925018,2033925018,D,D,False,"Manufacturing of all other specialized electronic hardware, including solenoids, parts for inductors and static converters, parts for electronic circuitry capacitors and resistors, parts for diodes and transistors, and parts for liquid crystal display (LCD) unit screens",Manufacturing of all other specialized electronic hardware
2033930000,2041925000,B,B,False,"Manufacturing of printed circuit assemblies, loaded boards and modules (printed circuit boards with inserted electronic components)","Manufacturing of printed circuit assemblies, loaded boards and modules (printed circuit boards with inserted electronic components)"
2033930003,2041925003,D,D,False,Manufacturing of computer and peripheral printed board assemblies,Manufacturing of computer and peripheral printed board assemblies
2033930006,2041925006,D,D,False,Manufacturing of communications printed board assemblies,Manufacturing of communications printed board assemblies
2033930009,2041925009,D,D,False,Manufacturing of industrial process control board assemblies,Manufacturing of industrial process control board assemblies
2033930012,2041925012,D,D,False,"Manufacturing of instrumentation printed board assemblies, excluding industrial process","Manufacturing of instrumentation printed board assemblies, excluding industrial process"
2033930015,2041925015,D,D,False,Manufacturing of search and detection printed board assemblies,Manufacturing of search and detection printed board assemblies
2033930018,2041925018,D,D,False,Manufacturing of consumer electronics printed board assemblies,Manufacturing of consumer electronics printed board assemblies
2033930021,2041925021,D,D,False,Manufacturing of other printed board assemblies,Manufacturing of other printed board assemblies
2033940000,2014930000,B,B,False,Manufacturing of bare printed circuit boards,Manufacturing of bare printed circuit boards
2033940003,2014930003,D,D,False,Manufacturing of glass printed circuit boards,Manufacturing of glass printed circuit boards
2033940006,2014930006,D,D,False,Manufacturing of flex printed circuit boards,Manufacturing of flex printed circuit boards
2033940009,2014930009,D,D,False,Manufacturing of other printed circuit boards,Manufacturing of other printed circuit boards
2033950000,2033950000,B,B,False,"Manufacturing of relays for electronic circuitry, industrial control overload, and switchgear-type","Manufacturing of relays for electronic circuitry, industrial control overload, and switchgear-type"
2033950003,2033950003,D,D,False,Manufacturing of industrial control relays (all voltages),Manufacturing of industrial control relays (all voltages)
2033950007,2033950006,D,D,False,"Manufacturing of general-purpose relays, over 100 MV","Manufacturing of general-purpose relays, over 100 MV and sealed"
2033950007,2033950009,D,D,False,"Manufacturing of general-purpose relays, over 100 MV","Manufacturing of general-purpose relays, over 100 MV and not sealed"
2033950012,2033950012,D,D,False,"Manufacturing of high performance military, aerospace, aircraft relays and contactors","Manufacturing of high performance military, aerospace, aircraft relays and contactors"
2033950015,2033950015,D,D,False,"Manufacturing of timing relays, timers","Manufacturing of timing relays, timers"
2033950018,2033950018,D,D,False,"Manufacturing of all other general-purpose and special-purpose relays, including parts","Manufacturing of all other general-purpose and special-purpose relays, including parts"
2033975000,2033975000,B,B,False,Manufacturing of specific-purpose industrial controls,Manufacturing of specific-purpose industrial controls
2033975003,2033975003,D,D,False,"Manufacturing of U.S Coast Guard, Navy, and Marine auxiliary controls and accessories","Manufacturing of U.S Coast Guard, Navy, and Marine auxiliary controls and accessories"
2033975006,2033975006,D,D,False,"Manufacturing of crane and hoist controls, constant and adjustable voltage, including operators desks and stations","Manufacturing of crane and hoist controls, constant and adjustable voltage, including operators desks and stations"
2033975009,2033975009,D,D,False,"Manufacturing of all other specific- or special-purpose industrial controls, controllers and other definite purpose devices","Manufacturing of all other specific- or special-purpose industrial controls, controllers and other definite purpose devices"
2034000000,2034000000,B,B,False,"Manufacturing of general-purpose industrial controls, including magnetic starters, motor controllers and control centers, industrial control brakes and clutches, movement and proximity sensors, and A.C. and D.C. drives and drives systems",Manufacturing of general-purpose industrial controls
2034000003,2034000003,D,D,False,"Manufacturing of A.C. full voltage noncombination magnetic starters, 1,000 volts or less","Manufacturing of A.C. full voltage noncombination magnetic starters, 1,000 volts or less"
2034000006,2034000006,D,D,False,"Manufacturing of A.C. full voltage combination magnetic starters, 1,000 volts or less","Manufacturing of A.C. full voltage combination magnetic starters, 1,000 volts or less"
2034000009,2034000009,D,D,False,"Manufacturing of disconnect switches, 600 volts or less","Manufacturing of disconnect switches, 600 volts or less"
2034000012,2034000012,D,D,False,"Manufacturing of A.C. full voltage manual controllers, 1,000 volts or less","Manufacturing of A.C. full voltage manual controllers, 1,000 volts or less"
2034000015,2034000015,D,D,False,"Manufacturing of A.C. contactors, 1,000 volts or less","Manufacturing of A.C. contactors, 1,000 volts or less"
2034000018,2034000018,D,D,False,"Manufacturing of motor control centers, 1,000 volts or less","Manufacturing of motor control centers, 1,000 volts or less"
2034000021,2034000021,D,D,False,Manufacturing of brakes and clutches for general-purpose industrial controls,Manufacturing of brakes and clutches for general-purpose industrial controls
2034000027,2034000027,D,D,False,Manufacturing of electromechanical positioning sensors for general-purpose industrial controls,Manufacturing of electromechanical positioning sensors for general-purpose industrial controls
2034000031,2034000031,D,D,False,Manufacturing of movement sensors for general-purpose industrial controls,Manufacturing of movement sensors for general-purpose industrial controls
2034000033,2034000033,D,D,False,Manufacturing of nonoptical proximity sensors for general-purpose industrial controls,Manufacturing of nonoptical proximity sensors for general-purpose industrial controls
2034000036,2034000036,D,D,False,Manufacturing of optical proximity sensors for general-purpose industrial controls,Manufacturing of optical proximity sensors for general-purpose industrial controls
2034000039,2034000039,D,D,False,"Manufacturing of pushbuttons, under 30 mm, for general-purpose industrial controls","Manufacturing of pushbuttons, under 30 mm, for general-purpose industrial controls"
2034000042,2034000042,D,D,False,"Manufacturing of pushbuttons, 30 mm and larger, for general-purpose industrial controls","Manufacturing of pushbuttons, 30 mm and larger, for general-purpose industrial controls"
2034000049,2034000045,D,D,False,Manufacturing of controls for A. C. and D.C. packaged drives,Manufacturing of controls for A.C. packaged drives
2034000049,2034000048,D,D,False,Manufacturing of controls for A. C. and D.C. packaged drives,Manufacturing of controls for D.C. packaged drives
2034000051,2034000051,D,D,False,Manufacturing of A.C. drives systems for general-purpose industrial controls,Manufacturing of A.C. drives systems for general-purpose industrial controls
2034000054,2034000054,D,D,False,Manufacturing of D.C. drives systems for general-purpose industrial controls,Manufacturing of D.C. drives systems for general-purpose industrial controls
2034000057,2034000057,D,D,False,Manufacturing of solid-state motor controllers (all voltages),Manufacturing of solid-state motor controllers (all voltages)
2034000062,2034000024,D,D,False,Manufacturing of other general-purpose industrial controls and devices,Manufacturing of other general-purpose controls
2034000062,2034000061,D,D,False,Manufacturing of other general-purpose industrial controls and devices,Manufacturing of all other general industry devices
2034025000,2034025000,B,B,False,Manufacturing of laser sources (including nondiode and diode),"Manufacturing of laser sources, including nondiode and diode"
2034050000,2034050000,B,B,False,"Manufacturing of laser systems and equipment, all other types (excluding laser sources and industrial etching and engraving laser systems and equipment)","Manufacturing of laser systems and equipment, all other types"
2034070000,2043875000,B,B,False,Manufacturing of parts for industrial controls and motor-control accessories,Manufacturing of parts for industrial controls and motor-control accessories
2034070003,2043875003,D,D,False,Manufacturing of motor control accessories,Manufacturing of motor control accessories
2034070006,2043875006,D,D,False,Manufacturing of parts for industrial controls,Manufacturing of parts for industrial controls
2034075000,2034075000,B,B,False,"Manufacturing of chemical, technical, and industrial pottery ware and all other pottery products, including pyrometric cones, veritas rings, etc.","Manufacturing of chemical, technical, and industrial pottery ware and all other pottery products, including pyrometric cones, veritas rings, etc."
2034100000,2034100000,B,B,False,"Manufacturing of all wet and dry process voltage porcelain products and components, including steatite electrical products, ceramic permanent magnets, and other ceramic electrical products and components for electronic applications","Manufacturing of all wet and dry process voltage porcelain products and components, including steatite electrical products and other ceramic electrical products and components for electronic applications"
2034140000,2034150000,B,B,False,"Manufacturing of parts, components, and subassemblies for wireline voice and data network equipment and for telephone switching equipment","Manufacturing of parts, components, and subassemblies for telephone switching equipment"
2034140000,2034160000,B,B,False,"Manufacturing of parts, components, and subassemblies for wireline voice and data network equipment and for telephone switching equipment","Manufacturing of parts, components, and subassemblies for wireline voice and data network equipment"
2034170000,2034170000,B,B,False,"Manufacturing of parts and accessories for broadcast, studio, and related electronic equipment","Manufacturing of parts and accessories for broadcast, studio, and related electronic equipment"
2034172000,2034172000,B,B,False,"Manufacturing of parts for semiconductor manufacturing machinery, including packaging equipment","Manufacturing of parts for semiconductor manufacturing machinery, including packaging equipment"
2034180000,2034175000,B,B,True,"Manufacturing of electric bells (gongs, chimes, etc.) and electrical door openers (excluding garage and vehicle door openers)","Manufacturing of electric bells (gongs, chimes, etc.) and electrical door openers, excluding garage"
2034200000,2034200000,B,B,False,Manufacturing of permanent magnets (excluding ceramic permanent magnets),"Manufacturing of permanent magnets, excluding ceramic permanent magnets"
2034225000,2034225000,B,B,False,"Manufacturing of commercial timing mechanisms and watch and clock parts (excluding timing motors and watch jewels, straps, bands, and bracelets)","Manufacturing of commercial timing mechanisms, watch and clock parts"
2034230000,2005550000,B,B,True,"Manufacturing of watch straps, bands, and bracelets",Manufacturing of leather and leather-like personal goods (including women's and children's handbags and purses)
2034230000,2005600000,B,B,True,"Manufacturing of watch straps, bands, and bracelets","Manufacturing of jewelry and personal goods (excluding costume), gold and platinum (excluding gold and platinum clad or plated to silver and nonprecious metals)"
2034230000,2005625000,B,B,True,"Manufacturing of watch straps, bands, and bracelets","Manufacturing of jewelry and personal goods (excluding costume), all other precious metals and types, including silver and silver-clad jewelry; jewelry made of precious stones, semi-precious stones, or pearls; and stamped metal coins"
2034250000,2034250000,B,B,False,Manufacturing of wood handles,Manufacturing of wood handles
2034275000,2034275000,B,B,False,"Manufacturing of wood dowels and dowel pins (planed or sanded, grooved, or otherwise advanced in condition)","Manufacturing of wood dowels and dowel pins (planed or sanded, grooved, or otherwise advanced in condition)"
2034300000,2034300000,B,B,False,"Manufacturing of miscellaneous hardware (excluding automotive, construction, furniture, drapery, and household appliance)","Manufacturing of miscellaneous hardware (excluding automotive, construction, and household appliance)"
2034300003,2034300003,D,D,False,Manufacturing of casket and casket shell hardware,Manufacturing of casket and casket shell hardware
2034300006,2034300006,D,D,False,Manufacturing of casters and wheels for dollies and industrial handtrucks,Manufacturing of casters and wheels for dollies and industrial handtrucks
2034300015,2034300015,D,D,False,"Manufacturing of other hardware, including saddlery and harness hardware (excluding automotive, construction, furniture, drapery, and household appliance)","Manufacturing of other hardware, including saddlery and harness hardware (excluding drapery hardware)"
2034375000,2034375000,B,B,False,"Manufacturing of jewelers' findings and materials, precious metal (excluding gold, platinum, and silver plated to nonprecious metal)","Manufacturing of jewelers' findings and materials, precious metal (excluding gold, platinum, and silver plated to nonprecious metal)"
2034400000,2034400000,B,B,False,"Manufacturing of other jewelers' findings and materials (including gold, platinum, and silver plated to nonprecious metals)","Manufacturing of other jewelers' findings and materials, including gold, platinum, and silver plated to nonprecious metal"
2034425000,2034425000,B,B,False,Manufacturing of finished wood moldings for mirrors and pictures,Manufacturing of finished wood moldings for mirrors and pictures
2034450000,2034450000,B,B,False,"Manufacturing of chicken and turkey feed, supplements, concentrates, and premixes","Manufacturing of chicken and turkey feed, supplements, concentrates, and premixes"
2034475000,2034475000,B,B,False,"Manufacturing of complete dairy cattle feed, supplements, concentrates, and premixes","Manufacturing of complete dairy cattle feed, supplements, concentrates, and premixes"
2034500000,2034500000,B,B,False,"Manufacturing of complete swine feed, supplements, concentrates, and premixes","Manufacturing of complete swine feed, supplements, concentrates, and premixes"
2034525000,2034525000,B,B,False,"Manufacturing of complete beef cattle feed, supplements, concentrates, and premixes","Manufacturing of complete beef cattle feed, supplements, concentrates, and premixes"
2034550000,2034550000,B,B,False,"Manufacturing of other poultry and livestock feed, supplements, concentrates, and premixes",Manufacturing of other poultry and livestock feed
2034550003,2034550003,D,D,False,"Manufacturing of other poultry complete feed, supplements, concentrates, premixes (duck, etc.)","Manufacturing of other poultry complete feed, supplements, concentrates, premixes (duck, etc.)"
2034550006,2034550006,D,D,False,"Manufacturing of horse and mule complete feed, supplements, concentrates, premixes (feed-base)","Manufacturing of horse and mule complete feed, supplements, concentrates, premixes (feed-base)"
2034550009,2034550009,D,D,False,"Manufacturing of other livestock (sheep, etc.) complete feed, supplements, concentrates, premixes (feed-base)","Manufacturing of other livestock (sheep, etc.) complete feed, supplements, concentrates, premixes (feed-base)"
2034575000,2034575000,B,B,False,"Manufacturing of other prepared animal feeds, including feeding materials and adjuncts","Manufacturing of other prepared animal feeds, including feeding materials and adjuncts"
2034575003,2034575003,D,D,False,"Manufacturing of grain and mineral mixture animal feed, excluding cornmeal","Manufacturing of grain and mineral mixture animal feed, excluding cornmeal"
2034575006,2034575006,D,D,False,"Manufacturing of dehydrated, sun cured, and cubed alfalfa meal animal feed","Manufacturing of dehydrated, sun cured, and cubed alfalfa meal animal feed"
2034600000,2034600000,B,B,False,"Manufacturing of specialty fur animal (mink, fox, rabbit, etc.) feed","Manufacturing of specialty fur animal (mink, fox, rabbit, etc.) feed"
2034625000,2034625000,B,B,False,"Manufacturing of synthetic ammonia, nitric acid, and ammonium compounds","Manufacturing of synthetic ammonia, nitric acid, and ammonium compounds"
2034625003,2034625003,D,D,False,Manufacturing of nitric acid,Manufacturing of nitric acid
2034625006,2034625006,D,D,False,Manufacturing of synthetic ammonia for fertilizer use,Manufacturing of synthetic ammonia for fertilizer use
2034625009,2034625009,D,D,False,Manufacturing of anhydrous synthetic ammonia for other uses,Manufacturing of anhydrous synthetic ammonia for other uses
2034625012,2034625012,D,D,False,"Manufacturing of ammonium nitrate, original melt liquor, consumed in the manufacture of other nitrogen solutions (CAN17, AN20, ANN)","Manufacturing of ammonium nitrate, original melt liquor, consumed in the manufacture of other nitrogen solutions (CAN17, AN20, ANN)"
2034625018,2034625018,D,D,False,"Manufacturing of ammonium nitrate, original melt liquor, all other (high and low density prill granular and grained, liquor sales, production loss, other)","Manufacturing of ammonium nitrate, original melt liquor, all other (high and low density prill granular and grained, liquor sales, production loss, other)"
2034625021,2034625021,D,D,False,"Manufacturing of ammonium sulfate (synthetic and byproduct, other than coke oven)","Manufacturing of ammonium sulfate (synthetic and byproduct, other than coke oven)"
2034625024,2034625024,D,D,False,"Manufacturing of nitrogen solutions, including mixtures, UAN solutions (ammonium nitrate/urea solutions)","Manufacturing of nitrogen solutions, including mixtures, UAN solutions (ammonium nitrate/urea solutions)"
2034625028,2034625015,D,D,False,"Manufacturing of all other nitrogen solutions, including mixtures (CAN17, AN20, AAN, other) and solutions containing free ammonia","Manufacturing of ammonium nitrate, original melt liquor, consumed in the manufacture of urea-ammonium nitrate solutions"
2034625028,2034625027,D,D,False,"Manufacturing of all other nitrogen solutions, including mixtures (CAN17, AN20, AAN, other) and solutions containing free ammonia","Manufacturing of all other nitrogen solutions, including mixtures,  (CAN17, AN20, AAN, other) and solutions containing free ammonia"
2034635000,2024575000,B,B,True,"Manufacturing of potassium chloride, potassium sulfate, and potassic fertilizers","Manufacturing of potassium and sodium compounds, excluding bleaches, alkalies, and alum"
2034640000,2026625021,B,D,True,Manufacturing of coke oven ammonium sulfate,"Manufacturing of coke oven products, other (including tar derivatives, ammonia, light oil derivations, and coke oven gas)"
2034650000,2034650000,B,B,False,Manufacturing of urea,Manufacturing of urea
2034655000,2040650006,B,D,True,Manufacturing of pulverized limestone and chalk used for soil improvement (agricultural lime),"Manufacturing of other lime, excluding dead-burned dolomite"
2034675000,2034675000,B,B,False,"Manufacturing of fertilizer materials of organic origin, including activated sewage sludge, processed tankage, and other natural fertilizer materials","Manufacturing of fertilizer materials of organic origin, including activated sewage sludge, processed tankage, and other natural fertilizer materials"
2034700000,2034700000,B,B,False,Manufacturing of superphosphates and other phosphatic fertilizer materials,Manufacturing of superphosphates and other phosphatic fertilizer materials
2034700003,2034700003,D,D,False,"Manufacturing of monoammonium phosphates, phosphoric oxide content","Manufacturing of monoammonium phosphates, phosphoric oxide content"
2034700006,2034700006,D,D,False,"Manufacturing of diammonium phosphates, phosphoric oxide content","Manufacturing of diammonium phosphates, phosphoric oxide content"
2034700009,2034700009,D,D,False,"Manufacturing of other ammonium phosphates, phosphoric oxide content","Manufacturing of other ammonium phosphates, phosphoric oxide content"
2034725000,2034725000,B,B,False,"Manufacturing of mixed fertilizers, dry","Manufacturing of mixed fertilizers, dry"
2034725003,2034725003,D,D,False,"Manufacturing of mixed fertilizers, dry, shipped in packages, tablets, and similar forms, gross weight less than or equal to 22 lb (10 kg)","Manufacturing of mixed fertilizers, dry, shipped in packages, tablets, and similar forms, gross weight less than or equal to 22 lb (10 kg)"
2034725006,2034725006,D,D,False,"Manufacturing of mixed fertilizers, dry, shipped in bulk","Manufacturing of mixed fertilizers, dry, shipped in bulk"
2034725009,2034725009,D,D,False,"Manufacturing of mixed fertilizers, dry, shipped in bags, gross weight of 22 lb (10 kg) or more","Manufacturing of mixed fertilizers, dry, shipped in bags, gross weight of 22 lb (10 kg) or more"
2034725012,2034725012,D,D,False,"Manufacturing of other mixed fertilizers, dry (including potting soil mixed with chemicals and other materials for decay control, and mixed plant foods)","Manufacturing of other mixed fertilizers, dry (including potting soil and mixed with chemicals and other materials for decay control, and mixed plant foods)"
2034750000,2034750000,B,B,False,"Manufacturing of mixed fertilizers, liquid","Manufacturing of mixed fertilizers, liquid"
2034775000,2034775000,B,B,False,Manufacturing of compost,Manufacturing of compost
2034825000,2034825000,B,B,False,Manufacturing of bulk pesticides and other bulk synthetic organic agricultural chemicals (excluding end-use pesticide and agricultural chemical preparations),"Manufacturing of bulk pesticides and other bulk synthetic organic agricultural chemicals, excluding preparations"
2034830000,2034850000,B,B,False,"Manufacturing of agricultural, commercial, institutional, and lawn and garden pesticides and chemicals",Manufacturing of agricultural and commercial pesticides and chemicals
2034830000,2034875000,B,B,False,"Manufacturing of agricultural, commercial, institutional, and lawn and garden pesticides and chemicals",Manufacturing of lawn and garden pesticides and chemicals
2034830000,2034900012,B,D,False,"Manufacturing of agricultural, commercial, institutional, and lawn and garden pesticides and chemicals",Manufacturing of household and institutional pesticides and chemicals (excluding personal insect repellents)
2034860000,2034900000,B,B,True,Manufacturing of personal insect repellents,Manufacturing of household and institutional pesticides and chemicals
2034860003,2034900003,D,D,False,"Manufacturing of household and institutional pesticides and chemicals, personal insect repellents, aerosols","Manufacturing of household and institutional pesticides and chemicals, personal insect repellents, aerosols"
2034860006,2034900006,D,D,False,"Manufacturing of household and institutional pesticides and chemicals, personal insect repellents, liquids and other (excluding aerosols)","Manufacturing of household and institutional pesticides and chemicals, personal insect repellents, liquids"
2034860006,2034900009,D,D,False,"Manufacturing of household and institutional pesticides and chemicals, personal insect repellents, liquids and other (excluding aerosols)","Manufacturing of household and institutional pesticides and chemicals, personal insect repellents, all other"
2034910000,2034910000,B,B,False,"Sales of plants, flowers, trees, and other nursery stock grown on site","Sales of plants, flowers, trees, and other nursery stock grown on site"
2034925000,2034925000,B,B,False,"Manufacturing of metal studs, nonload and load-bearing (iron, steel, and aluminum)","Manufacturing of metal studs, nonload and load-bearing (iron, steel, and aluminum)"
2034950000,2034950000,B,B,False,"Manufacturing of fabricated steel plate pipe, penstocks, tunnel lining, stacks, and breeching","Manufacturing of fabricated steel plate pipe, penstocks, tunnel lining, stacks, and breeching"
2034975000,2034975000,B,B,False,"Manufacturing of extruded aluminum and aluminum-alloy, rod, bar, and other extruded shapes","Manufacturing of extruded aluminum and aluminum-alloy, rod, bar, and other extruded shapes"
2035000000,2035000000,B,B,False,Manufacturing of rolled aluminum rod and bar (including continuous cast),Manufacturing of rolled aluminum rod and bar (including continuous cast)
2035025000,2035025000,B,B,False,"Manufacturing of fabricated structural iron and steel bar joists, short span (open web)","Manufacturing of fabricated structural iron and steel for industrial buildings, metal bar joists, short span (open web)"
2035050000,2035050000,B,B,False,"Manufacturing of other fabricated structural iron, steel, and aluminum for buildings, including bar joists, long span, and concrete reinforcing bars","Manufacturing of fabricated structural iron, steel, and aluminum for commercial, residential, institutional, and public buildings, including metal bar joists, long span, and metal concrete reinforcing bars"
2035075000,2035075000,B,B,False,"Manufacturing of fabricated structural iron, steel, and aluminum for bridges",Manufacturing of fabricated structural metal for bridges
2035100000,2035100000,B,B,False,"Manufacturing of fabricated structural iron, steel, aluminum, and other metals for other nonbuilding construction, including for transmission towers, substations, ships, and offshore oil platforms (excluding for buildings and bridges)","Manufacturing of fabricated structural iron and steel for construction, and fabricated structural metal and aluminum"
2035100003,2035100003,D,D,False,"Manufacturing of fabricated structural iron and steel for transmission towers, substations, radio antenna towers, and supporting structures","Manufacturing of fabricated structural iron and steel for transmission towers, substations, radio antenna towers, and supporting structures"
2035100006,2035100006,D,D,False,Manufacturing of fabricated structural iron and steel for offshore oil and gas platforms,Manufacturing of fabricated structural iron and steel for offshore oil and gas platforms
2035100009,2035100009,D,D,False,Manufacturing of fabricated structural iron and steel for tunneling and subway work,Manufacturing of fabricated structural iron and steel for tunneling and subway work
2035100012,2035100012,D,D,False,"Manufacturing of other fabricated structural iron and steel for construction (excluding for buildings, bridges, transmission towers, substations, offshore oil and gas platforms, tunneling, and subway work)",Manufacturing of other fabricated structural iron and steel for construction
2035100015,2035100015,D,D,False,"Manufacturing of fabricated structural aluminum for ships, boats, barges, transmission towers, and other structures","Manufacturing of fabricated structural aluminum for ships, boats, barges, transmission towers, and other structures"
2035100018,2035100018,D,D,False,"Manufacturing of other fabricated structural metal for construction (excluding iron, steel, and aluminum)","Manufacturing of fabricated structural metal other than iron, steel, or aluminum"
2035125000,2035125000,B,B,False,Manufacturing of weldments and fabricated steel plate for construction and mining,Manufacturing of weldments and fabricated steel plate for construction and mining
2035150000,2035150000,B,B,False,"Manufacturing of structural block, lightweight units (units made with concrete weighing less than 105 lb per cubic foot) (dry weight)","Manufacturing of structural block, lightweight units (units made with concrete weighing less than 105 lb per cubic foot) (dry weight)"
2035175000,2035175000,B,B,False,"Manufacturing of structural block, medium weight units (units made with concrete weighing at least 105 lb but less than 125 lb per cubic foot) (dry weight)","Manufacturing of structural block, medium weight units (units made with concrete weighing at least 105 lb but less than 125 lb per cubic foot) (dry weight)"
2035200000,2035200000,B,B,False,"Manufacturing of structural block, normal weight units (units made with concrete weighing at least 125 lb per cubic foot) (dry weight)","Manufacturing of structural block, normal weight units (units made with concrete weighing at least 125 lb per cubic foot) (dry weight)"
2035225000,2035225000,B,B,False,"Manufacturing of precast concrete slabs and tile, roof and floor units","Manufacturing of precast concrete slabs and tile, roof and floor units"
2035250000,2035250000,B,B,False,Manufacturing of precast concrete architectural wall panels,Manufacturing of precast concrete architectural wall panels
2035275000,2035275000,B,B,False,"Manufacturing of precast concrete products, excluding burial vaults and boxes, concrete slabs and tile, and architectural wall panels","Manufacturing of precast concrete products, excluding burial vaults and boxes, concrete slabs and tile, and architectural wall panels"
2035275003,2035275003,D,D,False,"Manufacturing of precast concrete joists and beams, roof and floor units","Manufacturing of precast concrete joists and beams, roof and floor units"
2035275006,2035275006,D,D,False,"Manufacturing of precast concrete piling, posts, and poles","Manufacturing of precast concrete piling, posts, and poles"
2035275009,2035275009,D,D,False,"Manufacturing of precast concrete stone products for architectural purposes (excluding architectural wall panels, such as window sills, ashlar, etc.)","Manufacturing of precast concrete stone products for architectural purposes (excluding architectural wall panels, such as window sills, ashlar, etc.)"
2035275012,2035275012,D,D,False,"Manufacturing of septic tanks, precast concrete","Manufacturing of septic tanks, precast concrete"
2035275015,2035275015,D,D,False,Manufacturing of other precast concrete products,Manufacturing of other precast concrete products
2035300000,2035300000,B,B,False,Manufacturing of prestressed concrete bridge beams,Manufacturing of prestressed concrete bridge beams
2035325000,2035325000,B,B,False,Manufacturing of prestressed concrete solid and hollow cored slabs and panels,Manufacturing of prestressed concrete solid and hollow cored slabs and panels
2035350000,2035350000,B,B,False,"Manufacturing of prestressed concrete products, excluding bridge beams and solid and hollow-cored slabs and panels","Manufacturing of prestressed concrete products, excluding bridge beams and solid and hollow-cored slabs and panels"
2035350003,2035350003,D,D,False,"Manufacturing of prestressed concrete single tees, double tees, and channels","Manufacturing of prestressed concrete single tees, double tees, and channels"
2035350006,2035350006,D,D,False,"Manufacturing of prestressed concrete piling, bearing piles, and sheet piles","Manufacturing of prestressed concrete piling, bearing piles, and sheet piles"
2035350009,2035350009,D,D,False,"Manufacturing of prestressed concrete joists, girders, and beams (other than bridge beams)","Manufacturing of prestressed concrete joists, girders, and beams (other than bridge beams)"
2035350012,2035350012,D,D,False,"Manufacturing of other prestressed concrete products (including arches, columns, etc.)","Manufacturing of other prestressed concrete products (including arches, columns, etc.)"
2035375000,2035375000,B,B,False,"Manufacturing of softwood dressed lumber, less than 2 inches in nominal thickness, not edge worked","Manufacturing of softwood dressed lumber, less than 2 inches in nominal thickness, not edge worked"
2035400000,2035400000,B,B,False,"Manufacturing of softwood dressed 2-inch lumber, 2 inches in nominal thickness only, not edge worked","Manufacturing of softwood dressed 2-inch lumber, 2 inches in nominal thickness only, not edge worked"
2035425000,2035425000,B,B,False,"Manufacturing of softwood dressed lumber and timbers, more than 2 inches in nominal thickness, not edge worked","Manufacturing of softwood dressed lumber and timbers, more than 2 inches in nominal thickness, not edge worked"
2035455000,2035450000,B,B,True,"Manufacturing of other wood products, treated (excluding siding and flooring)","Manufacturing of other wood products, treated"
2035455003,2035450003,D,D,False,"Manufacturing of rough and dressed lumber, not edge worked, treated with chemicals","Manufacturing of rough and dressed lumber, not edged worked, treated with chemicals"
